UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long,Combined_Key,Population,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021
,VN,,,,,TPHCM,VN,,,"TPHCM, VN",,2,5,5,5,8,9,9,11,12,12,12,12,12,12,20,33,38,38,39,43,47,49,49,56,57,59,59,95,120,149,208,208,278,309,339,365,397,428,475,514,535,596,644,728,823,905,995,1094,1231,1320,1455,1592,1758,1831,1983,2145,2306,2364,2564,2782,2937,3186,3650,4069,4783,5382,6023,6733,7499,8414,9643,10963,12360,14124,15921,18150,20152,22572,25358,29424
